29
5293 2646 1058 1618 1403 1179 1100 923 775 651 546 458 366 307 257 203 1618 1403 1179 1100 923 775 651 546 458 366 307 257 203
5605 2802 1121 1713 1486 1248 1165 978 821 690 578 485 388 325 272 215 1713 1486 1248 1165 978 821 690 578 485 388 325 272 215
5980 2990 1196 1828 1585 1332 1242 1043 876 736 617 518 414 347 291 229 1828 1585 1332 1242 1043 876 736 617 518 414 347 291 229
6355 3177 1271 1942 1685 1415 1320 1109 931 782 656 550 439 368 309 244 1942 1685 1415 1320 1109 931 782 656 550 439 368 309 244
6730 3365 1346 2057 1784 1498 1398 1174 986 828 694 583 465 390 327 258 2057 1784 1498 1398 1174 986 828 694 583 465 390 327 258
7168 3584 1433 2190 1900 1596 1489 1250 1050 882 739 621 496 415 348 275 2190 1900 1596 1489 1250 1050 882 739 621 496 415 348 275
7668 3834 1533 2343 2032 1707 1593 1338 1123 943 791 664 530 444 373 294 2343 2032 1707 1593 1338 1123 943 791 664 530 444 373 294
8168 4084 1633 2496 2165 1818 1697 1425 1196 1005 843 707 565 473 397 313 2496 2165 1818 1697 1425 1196 1005 843 707 565 473 397 313
8730 4365 1746 2668 2314 1944 1814 1523 1279 1074 901 756 604 506 425 335 2668 2314 1944 1814 1523 1279 1074 901 756 604 506 425 335
9355 4677 1871 2859 2480 2083 1944 1632 1370 1151 965 810 647 542 455 359 2859 2480 2083 1944 1632 1370 1151 965 810 647 542 455 359
9980 4990 1996 3050 2645 2222 2073 1741 1462 1228 1030 864 690 579 485 383 3050 2645 2222 2073 1741 1462 1228 1030 864 690 579 485 383
